model,dataset,shallow_exit,deep_exit,cluster,cluster_pairs,depth_gain,source_id,source_path,source_sha256,json_path
LoopUS,2Wiki,1,8,spouse -> educated at,3,1.6881381596128147,loopus_2wiki_result,reports/discovery/loopus_2wiki_heldout_confirmation_v1_20260906/result.json,5529fc78dafa7f1dd283fdd43ad20eaf02c2149c820c3444c23376a30963e406,reconstructed from registered raw rows
LoopUS,2Wiki,1,8,spouse -> place of birth,3,0.693415159980456,loopus_2wiki_result,reports/discovery/loopus_2wiki_heldout_confirmation_v1_20260906/result.json,5529fc78dafa7f1dd283fdd43ad20eaf02c2149c820c3444c23376a30963e406,reconstructed from registered raw rows
LoopUS,2Wiki,1,8,spouse -> place of burial,3,1.3849207560221355,loopus_2wiki_result,reports/discovery/loopus_2wiki_heldout_confirmation_v1_20260906/result.json,5529fc78dafa7f1dd283fdd43ad20eaf02c2149c820c3444c23376a30963e406,reconstructed from registered raw rows
LoopUS,2Wiki,1,8,spouse -> place of death,3,0.879187787650153,loopus_2wiki_result,reports/discovery/loopus_2wiki_heldout_confirmation_v1_20260906/result.json,5529fc78dafa7f1dd283fdd43ad20eaf02c2149c820c3444c23376a30963e406,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,award received,1,-1.1329355239868164,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,capital,5,1.4122627674601973,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,capital of,2,2.649765372276306,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,child,8,0.24656433577183634,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,contains administrative territorial entity,1,1.7887879312038422,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,country,3,-0.00028518463174502057,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,country of citizenship,1,0.5364289181306958,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,educated at,2,0.8674312084913254,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,employer,1,-0.4324279800057411,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,father,2,0.25311947613954544,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,founded by,1,-0.20247980393469334,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,has part,2,1.546797301620245,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,headquarters location,2,0.18212538212537766,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,instance of,2,-0.293682012706995,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,league,1,-0.09385758638381958,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,located in or next to body of water,1,1.0356348752975464,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,located in the administrative territorial entity,18,0.7983418848986427,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,location of formation,1,0.23435890674591064,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,member of,1,-0.29105502739548683,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,mother,1,-0.030026979744434357,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,mouth of the watercourse,1,0.2790815755724907,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,movement,1,0.3903226852416992,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,notable work,1,0.7600072622299194,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,part of,1,-0.19723156094551086,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,place of birth,7,1.9266789345336812,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,place of death,1,-0.2043268159031868,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,record label,5,0.6701178506016732,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,shares border with,11,0.7490452390841462,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,sibling,2,0.4438215736299753,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
LoopUS,MuSiQue,1,8,spouse,9,0.3332325505713622,loopus_musique_result,reports/discovery/loopus_musique_matched_confirmation_v1_20260906/result.json,e9ef17535331eab1482a3cfc1b9a117d36aadf41bc6d681db8e08b56eedcb27c,reconstructed from registered raw rows
