model,dataset,deep_exit,cluster,metric,value,source_id,source_path,source_sha256,json_path
LoopUS,2Wiki,8,director -> place of birth,specificity gain,0.9316759188659489,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.director -> place of birth.A81
LoopUS,2Wiki,8,director -> place of death,deep specificity,3.671002894639969,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.director -> place of death.C8
LoopUS,2Wiki,8,director -> place of death,specificity gain,1.0136734694242477,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.director -> place of death.A81
LoopUS,2Wiki,8,director -> spouse,deep specificity,3.057656913995743,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.director -> spouse.C8
LoopUS,2Wiki,8,director -> spouse,specificity gain,0.5736890435218811,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.director -> spouse.A81
LoopUS,2Wiki,8,father -> cause of death,deep specificity,2.0632233396172523,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.father -> cause of death.C8
LoopUS,2Wiki,8,father -> cause of death,specificity gain,0.06969829648733139,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.father -> cause of death.A81
LoopUS,2Wiki,8,father -> country of citizenship,deep specificity,2.610753931105137,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.father -> country of citizenship.C8
LoopUS,2Wiki,8,father -> country of citizenship,specificity gain,0.38219501823186874,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.father -> country of citizenship.A81
LoopUS,2Wiki,8,father -> educated at,deep specificity,1.7004395015537739,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.father -> educated at.C8
LoopUS,2Wiki,8,father -> educated at,specificity gain,0.7408189028501511,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.father -> educated at.A81
LoopUS,2Wiki,8,father -> place of birth,deep specificity,2.3463689908385277,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.father -> place of birth.C8
LoopUS,2Wiki,8,father -> place of birth,specificity gain,1.4821512009948492,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.father -> place of birth.A81
LoopUS,2Wiki,8,father -> place of burial,deep specificity,1.9408805221319199,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.father -> place of burial.C8
LoopUS,2Wiki,8,father -> place of burial,specificity gain,0.861009081825614,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.father -> place of burial.A81
LoopUS,2Wiki,8,father -> place of death,deep specificity,1.8441643118858337,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.father -> place of death.C8
LoopUS,2Wiki,8,father -> place of death,specificity gain,0.45694707753136754,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.father -> place of death.A81
LoopUS,2Wiki,8,founded by -> place of birth,deep specificity,4.477096822112799,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.founded by -> place of birth.C8
LoopUS,2Wiki,8,founded by -> place of birth,specificity gain,-0.2656386625021696,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.founded by -> place of birth.A81
LoopUS,2Wiki,8,mother -> country of citizenship,deep specificity,2.1563883163034916,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.mother -> country of citizenship.C8
LoopUS,2Wiki,8,mother -> country of citizenship,specificity gain,0.09762900555506349,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.mother -> country of citizenship.A81
LoopUS,2Wiki,8,mother -> place of birth,deep specificity,2.9638469479978085,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.mother -> place of birth.C8
LoopUS,2Wiki,8,mother -> place of birth,specificity gain,1.1995407212525606,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.mother -> place of birth.A81
LoopUS,2Wiki,8,mother -> place of death,deep specificity,3.899525925517082,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.mother -> place of death.C8
LoopUS,2Wiki,8,mother -> place of death,specificity gain,1.907983846962452,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.mother -> place of death.A81
LoopUS,2Wiki,8,performer -> award received,deep specificity,5.836599752306938,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.performer -> award received.C8
LoopUS,2Wiki,8,performer -> award received,specificity gain,1.6809359043836594,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.performer -> award received.A81
LoopUS,2Wiki,8,performer -> country of citizenship,deep specificity,4.670373633503914,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.performer -> country of citizenship.C8
LoopUS,2Wiki,8,performer -> country of citizenship,specificity gain,0.4205088559538126,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.performer -> country of citizenship.A81
LoopUS,2Wiki,8,performer -> place of birth,deep specificity,6.795590825378895,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.performer -> place of birth.C8
LoopUS,2Wiki,8,performer -> place of birth,specificity gain,1.9206540659070015,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.performer -> place of birth.A81
LoopUS,2Wiki,8,performer -> place of death,deep specificity,4.988040816038847,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.performer -> place of death.C8
LoopUS,2Wiki,8,performer -> place of death,specificity gain,1.2427041562623344,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.performer -> place of death.A81
LoopUS,2Wiki,8,spouse -> country of citizenship,deep specificity,1.8467013835906982,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.spouse -> country of citizenship.C8
LoopUS,2Wiki,8,spouse -> country of citizenship,specificity gain,0.2624003477394581,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.spouse -> country of citizenship.A81
LoopUS,2Wiki,8,spouse -> educated at,deep specificity,2.8261143937706947,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.spouse -> educated at.C8
LoopUS,2Wiki,8,spouse -> educated at,specificity gain,0.9613982923328876,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.spouse -> educated at.A81
LoopUS,2Wiki,8,spouse -> place of birth,deep specificity,3.6091970652341843,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.spouse -> place of birth.C8
LoopUS,2Wiki,8,spouse -> place of birth,specificity gain,0.6677726320922375,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.spouse -> place of birth.A81
LoopUS,2Wiki,8,spouse -> place of burial,deep specificity,3.4404956847429276,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.spouse -> place of burial.C8
LoopUS,2Wiki,8,spouse -> place of burial,specificity gain,1.682534446939826,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.spouse -> place of burial.A81
LoopUS,2Wiki,8,spouse -> place of death,deep specificity,3.4965811520814896,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.spouse -> place of death.C8
LoopUS,2Wiki,8,spouse -> place of death,specificity gain,0.6831198162399232,loopus_specificity,reports/discovery/loopus_2wiki_offpath_specificity_v1_20260906/result.json,faee92a918fc5c779397514093d6c739353fa48fc534d52f8160e36562f7819d,summary.descriptive_no_additional_gates.per_relation_path.spouse -> place of death.A81
